Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
635,Cucho,co COL,FW,Betis,es La Liga,25,1999,12.7,5,43,11,25.6,3.40,0.87,0.12,0.45,15.9,0,0,0,3.8,3.8,0.09,+1.2,+1.2,Matches
636,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26,1998,33.2,5,24,11,45.8,0.72,0.33,0.21,0.45,16.1,0,0,0,2.8,2.8,0.12,+2.2,+2.2,Matches
637,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,24,1999,3.9,0,1,0,0.0,0.26,0.00,0.00,,13.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
638,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25,1999,28.9,15,110,44,40.0,3.81,1.52,0.14,0.34,20.5,12,0,0,8.6,8.6,0.08,+6.4,+6.4,Matches
639,Patrick Cutrone,it ITA,FW,Como,it Serie A,26,1998,22.7,7,69,26,37.7,3.03,1.14,0.10,0.27,15.9,0,0,1,7.1,6.3,0.09,-0.1,+0.7,Matches
640,Tomáš Čvančara,cz CZE,FW,Gladbach,de Bundesliga,23,2000,9.2,2,24,9,37.5,2.60,0.97,0.08,0.22,13.9,0,0,0,3.8,3.8,0.16,-1.8,-1.8,Matches
641,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,29,1995,0.3,0,1,0,0.0,3.21,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
642,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,35,1988,12.2,0,9,4,44.4,0.74,0.33,0.00,0.00,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
643,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23,2001,29.0,3,37,14,37.8,1.27,0.48,0.08,0.21,23.8,3,0,0,2.0,2.0,0.05,+1.0,+1.0,Matches
644,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,24,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
645,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26,1998,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
646,Thomas Dähne,de GER,GK,Holstein Kiel,de Bundesliga,30,1994,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
647,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,28,1996,4.0,1,7,2,28.6,1.73,0.49,0.14,0.50,22.6,1,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
648,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,25,1998,8.2,1,15,4,26.7,1.83,0.49,0.07,0.25,14.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
649,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22,2002,4.8,0,1,0,0.0,0.21,0.00,0.00,,19.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
650,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,23,2000,12.8,3,31,11,35.5,2.42,0.86,0.10,0.27,11.6,0,0,0,4.3,4.3,0.14,-1.3,-1.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
651,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25,1999,31.3,0,25,5,20.0,0.80,0.16,0.00,0.00,16.1,0,0,0,2.0,2.0,0.08,-2.0,-2.0,Matches
652,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24,2000,32.3,2,35,7,20.0,1.08,0.22,0.06,0.29,17.6,3,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches
653,Maat Daniel Caprini,it ITA,FW,Fiorentina,it Serie A,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
654,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23,2001,11.2,0,3,1,33.3,0.27,0.09,0.00,0.00,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
655,Danilo,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,23,2001,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
656,Danilo,br BRA,DF,Juventus,it Serie A,33,1991,6.5,0,1,0,0.0,0.15,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
657,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27,1997,2.2,2,6,3,50.0,2.70,1.35,0.33,0.67,13.9,0,0,0,0.8,0.8,0.14,+1.2,+1.2,Matches
658,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,27,1997,14.8,2,30,14,46.7,2.02,0.94,0.07,0.14,16.0,1,0,0,3.6,3.6,0.12,-1.6,-1.6,Matches
659,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
660,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20,2004,16.2,0,17,3,17.6,1.05,0.18,0.00,0.00,17.4,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
661,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,25,1998,9.4,0,7,3,42.9,0.75,0.32,0.00,0.00,16.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
662,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,25,1998,12.0,0,10,2,20.0,0.83,0.17,0.00,0.00,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
663,Dante,br BRA,DF,Nice,fr Ligue 1,40,1983,21.8,0,9,2,22.2,0.41,0.09,0.00,0.00,11.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
664,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,0.9,1,5,2,40.0,5.77,2.31,0.20,0.50,11.5,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches
665,Mohamed Daramy,dk DEN,FW,Reims,fr Ligue 1,22,2002,0.2,0,1,0,0.0,5.63,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
666,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,18,2006,14.5,1,11,1,9.1,0.76,0.07,0.09,1.00,14.8,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
667,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,30,1993,30.5,2,36,9,25.0,1.18,0.30,0.06,0.22,24.2,1,0,0,2.1,2.1,0.06,-0.1,-0.1,Matches
668,Matteo Darmian,it ITA,DF,Inter,it Serie A,34,1989,19.8,3,11,3,27.3,0.56,0.15,0.27,1.00,14.4,0,0,0,1.9,1.9,0.18,+1.1,+1.1,Matches
669,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,25,1998,4.6,1,8,4,50.0,1.75,0.87,0.13,0.25,15.8,0,0,1,2.7,1.9,0.24,-1.7,-0.9,Matches
670,Juan David Cabal,co COL,DF,Juventus,it Serie A,23,2001,5.1,0,5,0,0.0,0.98,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
671,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24,2000,28.4,16,66,28,42.4,2.33,0.99,0.15,0.36,15.3,0,6,7,16.2,10.7,0.16,-0.2,-0.7,Matches
672,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23,2000,17.3,1,17,3,17.6,0.98,0.17,0.06,0.33,18.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
673,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31,1993,14.8,0,5,1,20.0,0.34,0.07,0.00,0.00,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
674,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26,1998,11.8,2,29,11,37.9,2.45,0.93,0.07,0.18,12.7,0,0,0,2.9,2.9,0.10,-0.9,-0.9,Matches
675,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24,2000,30.5,1,16,2,12.5,0.52,0.07,0.06,0.50,19.8,2,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
676,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,23,2001,30.9,9,68,24,35.3,2.20,0.78,0.10,0.29,19.4,5,2,2,8.1,6.6,0.10,+0.9,+0.4,Matches
677,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,it Serie A,29,1995,20.5,0,4,0,0.0,0.20,0.00,0.00,,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
678,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34,1990,10.8,0,5,1,20.0,0.46,0.09,0.00,0.00,8.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
679,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,eng Premier League,33,1991,18.9,4,57,15,26.3,3.01,0.79,0.07,0.27,21.4,8,0,0,5.1,5.1,0.09,-1.1,-1.1,Matches
680,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,eng Premier League,31,1993,8.3,1,7,3,42.9,0.85,0.36,0.14,0.33,25.1,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
681,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23,2001,23.0,7,48,20,41.7,2.09,0.87,0.15,0.35,12.2,0,0,0,7.3,7.3,0.15,-0.3,-0.3,Matches
682,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30,1994,23.4,3,19,4,21.1,0.81,0.17,0.16,0.75,24.3,0,0,0,1.3,1.3,0.07,+1.7,+1.7,Matches
683,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
684,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,31,1992,8.5,1,5,3,60.0,0.59,0.35,0.20,0.33,16.9,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
685,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36,1988,11.8,1,9,4,44.4,0.76,0.34,0.11,0.25,12.2,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
686,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26,1998,2.1,0,1,0,0.0,0.47,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
687,Koni De Winter,be BEL,DF,Genoa,it Serie A,22,2002,23.7,3,13,7,53.8,0.55,0.30,0.23,0.43,8.8,0,0,0,2.1,2.1,0.16,+0.9,+0.9,Matches
688,Amar Dedić,ba BIH,DF,Marseille,fr Ligue 1,21,2002,3.5,0,6,2,33.3,1.72,0.57,0.00,0.00,18.3,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
689,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28,1995,15.9,2,18,5,27.8,1.13,0.31,0.11,0.40,18.1,0,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches
690,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28,1996,14.0,6,17,8,47.1,1.22,0.57,0.18,0.38,19.7,0,3,4,4.7,1.5,0.09,+1.3,+1.5,Matches
691,Enrico Del Prato,it ITA,DF,Parma,it Serie A,24,1999,32.7,4,12,5,41.7,0.37,0.15,0.33,0.80,12.0,0,0,0,2.0,2.0,0.17,+2.0,+2.0,Matches
692,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,32,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
693,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21,2003,28.8,12,66,29,43.9,2.29,1.01,0.15,0.34,16.0,0,2,2,9.3,7.8,0.12,+2.7,+2.2,Matches
694,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23,2001,10.5,3,16,5,31.3,1.52,0.48,0.19,0.60,20.9,0,0,0,1.1,1.1,0.07,+1.9,+1.9,Matches
695,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,32,1991,6.7,0,17,6,35.3,2.52,0.89,0.00,0.00,15.7,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
696,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
697,Ali Dembélé,fr FRA,DF,Torino,it Serie A,20,2004,4.3,1,5,2,40.0,1.16,0.46,0.20,0.50,13.3,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
698,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27,1997,19.2,21,96,49,51.0,4.99,2.55,0.21,0.41,16.0,0,1,1,16.6,15.8,0.16,+4.4,+4.2,Matches
699,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,1998,20.6,15,64,27,42.2,3.11,1.31,0.23,0.56,11.3,0,0,2,14.1,12.4,0.19,+0.9,+2.6,Matches
700,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22,2001,28.7,0,20,6,30.0,0.70,0.21,0.00,0.00,10.5,0,0,0,2.0,2.0,0.10,-2.0,-2.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
701,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
702,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
703,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,20,2003,5.6,1,10,6,60.0,1.78,1.07,0.10,0.17,21.1,1,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
704,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,25,1998,2.9,0,1,0,0.0,0.34,0.00,0.00,,7.8,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
705,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27,1997,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
706,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30,1993,37.0,3,21,6,28.6,0.57,0.16,0.14,0.50,11.4,0,0,0,2.8,2.8,0.15,+0.2,+0.2,Matches
707,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,27,1996,24.2,9,39,19,48.7,1.61,0.79,0.23,0.47,13.3,0,0,0,7.1,7.1,0.18,+1.9,+1.9,Matches
708,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,27,1996,7.3,2,11,4,36.4,1.52,0.55,0.18,0.50,9.0,0,0,0,1.5,1.5,0.13,+0.5,+0.5,Matches
709,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2005,9.5,2,18,8,44.4,1.89,0.84,0.11,0.25,19.2,2,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches
710,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23,2001,30.7,4,16,7,43.8,0.52,0.23,0.25,0.57,8.3,0,0,0,2.3,2.3,0.15,+1.7,+1.7,Matches
711,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20,2003,18.1,4,26,9,34.6,1.44,0.50,0.15,0.44,12.1,0,0,1,5.5,4.7,0.18,-1.5,-0.7,Matches
712,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,eng Premier League,22,2002,21.1,8,47,17,36.2,2.23,0.80,0.17,0.47,17.5,0,0,0,4.7,4.7,0.10,+3.3,+3.3,Matches
713,Assane Diao,sn SEN,"FW,MF",Como,it Serie A,18,2005,13.9,8,28,13,46.4,2.01,0.93,0.29,0.62,15.5,0,0,0,4.0,4.0,0.14,+4.0,+4.0,Matches
714,Assane Diao,sn SEN,FW,Betis,es La Liga,18,2005,3.1,1,7,1,14.3,2.27,0.32,0.14,1.00,14.4,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
715,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20,2004,26.1,4,25,10,40.0,0.96,0.38,0.08,0.20,20.2,1,2,2,3.3,1.8,0.07,+0.7,+0.2,Matches
716,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23,2000,20.7,0,1,0,0.0,0.05,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
717,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27,1997,25.2,0,21,7,33.3,0.83,0.28,0.00,0.00,19.4,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches
718,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25,1999,5.6,0,2,1,50.0,0.35,0.18,0.00,0.00,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
719,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
720,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19,2005,6.5,0,7,1,14.3,1.08,0.15,0.00,0.00,20.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
721,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
722,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24,1999,15.4,4,28,15,53.6,1.82,0.97,0.14,0.27,12.6,0,0,0,5.3,5.3,0.19,-1.3,-1.3,Matches
723,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
724,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27,1997,26.7,13,71,30,42.3,2.66,1.13,0.18,0.43,13.4,0,0,0,12.0,12.0,0.17,+1.0,+1.0,Matches
725,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26,1998,13.5,3,31,7,22.6,2.30,0.52,0.10,0.43,24.6,1,0,1,2.4,1.6,0.05,+0.6,+1.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
726,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18,2006,20.8,2,28,9,32.1,1.34,0.43,0.07,0.22,19.3,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
727,Diego,es ESP,FW,Leganés,es La Liga,24,2000,13.3,3,29,9,31.0,2.18,0.68,0.10,0.33,14.1,0,0,0,3.8,3.8,0.13,-0.8,-0.8,Matches
728,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19,2004,1.2,1,7,1,14.3,6.06,0.87,0.14,1.00,15.8,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
729,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24,2000,5.9,3,13,6,46.2,2.20,1.02,0.15,0.33,18.5,2,1,1,3.1,2.3,0.18,-0.1,-0.3,Matches
730,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30,1994,16.3,2,9,5,55.6,0.55,0.31,0.22,0.40,6.3,0,0,0,1.1,1.1,0.12,+0.9,+0.9,Matches
731,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31,1993,26.1,0,13,3,23.1,0.50,0.11,0.00,0.00,22.7,5,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
732,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
733,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26,1997,24.2,4,56,21,37.5,2.32,0.87,0.07,0.19,20.1,8,0,0,3.3,3.3,0.06,+0.7,+0.7,Matches
734,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,30,1993,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
735,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,23,2000,3.3,0,8,0,0.0,2.46,0.00,0.00,,16.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
736,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,22,2001,13.3,0,14,3,21.4,1.05,0.23,0.00,0.00,19.0,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
737,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23,2001,21.6,3,9,4,44.4,0.42,0.19,0.33,0.75,15.0,0,0,0,1.1,1.1,0.13,+1.9,+1.9,Matches
738,Yan Diomandé,ci CIV,"MF,FW",Leganés,es La Liga,17,2006,6.1,2,11,3,27.3,1.82,0.50,0.18,0.67,17.3,0,0,0,1.4,1.4,0.13,+0.6,+0.6,Matches
739,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,31,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
740,Issa Diop,fr FRA,DF,Fulham,eng Premier League,27,1997,14.9,0,5,2,40.0,0.34,0.13,0.00,0.00,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
741,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
742,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24,2000,11.8,6,22,11,50.0,1.86,0.93,0.27,0.55,16.4,3,0,0,6.0,6.0,0.27,0.0,0.0,Matches
743,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21,2003,24.7,1,40,5,12.5,1.62,0.20,0.03,0.20,20.0,0,0,0,2.9,2.9,0.07,-1.9,-1.9,Matches
744,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,24,1999,34.0,0,1,1,100.0,0.03,0.03,0.00,0.00,11.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
745,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,26,1997,7.4,0,3,2,66.7,0.41,0.27,0.00,0.00,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
746,Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26,1998,5.4,0,2,0,0.0,0.37,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
747,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26,1998,4.0,1,2,1,50.0,0.49,0.25,0.50,1.00,12.3,0,0,0,0.3,0.3,0.14,+0.7,+0.7,Matches
748,Roman Dixon,eng ENG,DF,Everton,eng Premier League,19,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
749,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24,1999,7.3,1,15,3,20.0,2.05,0.41,0.07,0.33,18.5,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
750,Djené,tg TOG,"DF,MF",Getafe,es La Liga,32,1991,28.3,0,6,0,0.0,0.21,0.00,0.00,,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
751,Nasser Djiga,bf BFA,DF,Wolves,eng Premier League,21,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
752,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31,1993,29.3,1,20,4,20.0,0.68,0.14,0.05,0.25,9.7,0,0,0,2.7,2.7,0.13,-1.7,-1.7,Matches
753,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,32,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
754,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26,1998,31.8,10,61,21,34.4,1.92,0.66,0.16,0.48,16.7,1,0,0,6.6,6.6,0.12,+3.4,+3.4,Matches
755,Dodô,br BRA,DF,Fiorentina,it Serie A,25,1998,34.6,0,27,5,18.5,0.78,0.14,0.00,0.00,17.9,0,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches
756,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26,1998,34.0,1,32,4,12.5,0.94,0.12,0.03,0.25,10.5,0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches
757,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32,1992,23.4,2,10,3,30.0,0.43,0.13,0.20,0.67,11.4,0,0,0,1.0,1.0,0.10,+1.0,+1.0,Matches
758,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22,2002,16.8,3,29,9,31.0,1.72,0.53,0.10,0.33,17.7,0,0,0,1.3,1.3,0.05,+1.7,+1.7,Matches
759,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18,2006,3.4,0,8,2,25.0,2.38,0.59,0.00,0.00,15.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
760,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
761,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20,2003,14.2,3,30,17,56.7,2.11,1.19,0.10,0.18,19.2,0,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches
762,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23,2001,13.1,0,3,1,33.3,0.23,0.08,0.00,0.00,8.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
763,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
